OMIM_gene,OMIM_disease_ch,OMIM_id
KRAS,"膀胱癌，体细胞 ;乳腺癌，体细胞;心-面-皮肤综合征2型;胃癌，体细胞, 137215 (3);急性髓系白血病 ;肺癌，体细胞;努南综合征3;胰腺癌，体细胞;RAS相关的自身免疫性leukoproliferative紊乱;Schimmelpenning-Feuerstein-Mims综合征，体细胞镶嵌",190070
KRT1,表皮松解性角化过度 ;Curth-Macklin型豪猪状鱼鳞病;环状鳞癣伴表皮松解性角化过度 ;角化症掌跖白芨III;掌跖角化病，表皮松解的;掌跖角化病，非表皮松解的,139350
KRT10,表皮松解性角化过度 ;先天性网状鱼鳞病样红皮病;环状鳞癣伴表皮松解性角化过度 ,148080
KRT12,Meesmann角膜营养不良,601687
KRT13,粘膜白色海绵状痣2,148065
KRT14,特发性白色萎缩伴特发性网状青斑皮肤病;单一性大疱性表皮松解症，Dowling-Meara型;单一性大疱性表皮松解症，Koebner型;单一性大疱性表皮松解症，隐性1;单一性大疱性表皮松解症，Weber-Cockayne型;Naegeli-Franceschetti-Jadassohn综合征,148066
KRT16,先天性厚甲症1;掌跖角化病，非表皮松解的,148067
KRT17,先天性厚甲症2;多发性皮脂腺囊肿,148069
KRT18,家族性肝硬化，非隐发性，易感;肝硬化，隐源性,148070
KRT2,Siemens大疱性鱼鳞病,600194
KRT25,羊毛状发，常染色体隐性遗传3 ,616646
KRT3,Meesmann角膜营养不良,148043
KRT4,粘膜白色海绵状痣1,123940
KRT5,Dowling Degos病1型;单一性大疱性表皮松解症，Dowling-Meara型;单一性大疱性表皮松解症，Koebner型;单一性大疱性表皮松解症，隐性1;单一性大疱性表皮松解症，Weber-Cockayne型;单纯性大疱性表皮松解伴斑点性色素沉着;Epidermylysis大疱性表皮松解症单一性-MCR,148040
KRT6A,先天性厚甲症3,148041
KRT6B,先天性厚甲症4,148042
KRT6C,掌跖角化病，非表皮松解性，聚焦或弥漫,612315
KRT71,稀毛症13 ,608245
KRT74,外胚层发育不良7，头发/指甲型;稀毛症3 ;羊毛状发，常染色体显性遗传,608248
KRT75,胡须假毛囊炎，易感,609025
KRT8,家族性肝硬化，非隐发性，易感;肝硬化，隐源性,148060
KRT81,念珠形发 ,602153
KRT83,念珠形发,602765
KRT85,外胚层发育不良4，毛发/牙齿型,602767
KRT86,念珠形发 ,601928
KRT9,掌跖角化病，表皮松解性,607606
KTCN2,圆锥角膜2,608932
KTCN3,圆锥角膜3,608586
KTCN4,圆锥角膜4,609271
KTCN5,圆锥角膜5,614622
KTCN6,圆锥角膜6,614623
KTCN7,圆锥角膜7,614629
KTCN8,圆锥角膜8,614628
KTU,原发性纤毛运动障碍，10,612517
KTWS,Klippel-Trenaunay-Weber综合征（先天性静脉畸形骨肥大综合征）,149000
KWE,角质冬季红斑,148370
KYNU,羟基犬尿氨酸尿症,605197
KYPSC1,脊柱侧后凸畸形1,610170
L1CAM,Corpus胼胝体部分不发育;X连锁痉挛性截瘫1型（CRASH综合征）;脑积水由于中脑导水管硬化;脑积水伴随先天特发性肠假梗阻;脑积水伴随先天性巨结肠;X连锁痉挛性截瘫1型（MASA综合征）,308840
L2HGDH,L-2-羟基戊二酸尿症 ,609584
LAG5,神经疾病，新生儿同种免疫 ,151450
LALL,急性淋巴细胞白血病,247640
LAMA1,Poretti-Boltshauser综合征,150320
LAMA2,merosin缺乏性先天性肌营养不良;肌营养不良，先天性，由于部分LAMA2缺乏症,156225
LAMA3,大疱性表皮松解症，泛发性萎缩性良性 ;大疱性表皮松解症，Herlitz型;喉咙，指甲，皮肤综合征,600805
LAMA4,肢带型肌营养不良1JJ,600133
LAMB1,无脑回5,150240
LAMB2,肾病综合征，5型，伴随或不伴随眼部异常;Pierson综合征,150325
LAMB3,釉质发育不全，IA型;大疱性表皮松解症，连接，Herlitz型;大疱性表皮松解症，连接，non-Herlitz 型,150310
LAMC2,大疱性表皮松解症，连接，Herlitz型;大疱性表皮松解症，连接，non-Herlitz 型,150292
LAMC3,皮质发育畸形，枕骨的,604349
LAMP2,Danon病,309060
LAMTOR2,免疫缺陷症由于MAPBP-互作蛋白缺乏症,610389
LAP,喉内收肌麻痹,150270
LARGE,先天性肌营养不良-抗肌萎缩相关糖蛋白病伴脑眼异常A型，6;先天性肌营养不良-抗肌萎缩相关糖蛋白病伴或不伴智力低下B6型,603590
LARP7,Alazami综合征,612026
LARS,小儿肝衰竭综合征 ,151350
LARS2,Perrault综合征4,604544
LBMQTL1,瘦人体重 QTL 1,612729
LBN,埃-范二氏综合征;Weyers面骨发育不良,607261
LBR,Reynolds综合征;Greenberg骨骼发育不良 ;Pelger-Huet异常,600024
LCA5,Leber氏先天性黑蒙5,611408
LCAT,鱼眼病 ;Norum病,606967
LCK,免疫缺陷症，22,153390
LCO,肝细胞癌 ,165320
LCRB,西班牙γ-Δ-β地中海贫血,152424
LCS1,胆汁淤积-淋巴水肿综合征 ,214900
LCT,乳糖不耐受症，先天性,603202
LDB3,心肌病，扩张1C，伴或不伴LVNC;肥厚性心肌病24;左室心肌致密化不全3;肌原纤维肌病，4,605906
LDHA,糖原累积症XI,150000
LDHB,乳汁分泌脱氢酶-B缺乏症,150100
LDLR,家族性高胆固醇血症 ;低密度脂蛋白胆固醇水平QTL2 ,606945
LDLRAP1,家族性高胆固醇血症，常染色体隐性遗传,605747
LECD,Corneal营养不良，Lisch上皮,300778
LEF1,皮脂腺肿瘤，体细胞,153245
LEMD2,白内障46，青少年发病 ,616312
LEMD3,Buschke-Ollendorff综合征;肢骨纹状肥大伴随脆弱性骨硬化;脆弱性骨硬化 ,607844
LEP,肥胖，病态，由于瘦素缺乏症,164160
LEPQTL1,血清瘦素水平QTL 1,601694
LEPR,瘦素受体缺乏性病态肥胖,601007
LFNG,脊椎肋骨发育不全3、常染色体隐性遗传,602576
LFS3,Li-Fraumeni综合征3,609266
LGALS2,"心肌梗死，易感, 608446",150571
LGI1,癫痫，家族性颞叶，1 ,604619
LGMD1H,肢带型肌营养不良，1H型,613530
LGR4,骨矿物质密度低，易感性,606666
LGV1,长寿 1,152430
LGV2,长寿2 ,606460
LHB,性腺功能减退23不伴随嗅觉缺失,152780
LHCGR,睾丸间质细胞瘤，体细胞，伴随性早熟;Leydig细胞发育不良伴随高促性腺素性功能减退症;Leydig细胞发育不良伴随pseudohermaphroditism;促黄体生成激素耐药性，女性;性早熟，男,152790
LHFPL5,耳聋，常染色体隐性遗传67,609427
LHX3,联合性垂体激素缺乏症3型,600577
LHX4,联合性垂体激素缺乏症4型,602146
LIAS,高甘氨酸血症，乳酸性酸中毒和癫痫发作 ,607031
LIFR,Stuve-Wiedemann综合征/Schwartz-Jampel2型综合征,151443
LIG1,DNA连接酶I缺乏症 ,126391
LIG4,多基因控制性骨髓瘤，抗性;LIG4综合征（DNA连接酶4缺乏症）,601837
LIM2,白内障19，多基因控制性,154045
LIMS2,肢带型肌营养不良，2W型,607908
LINS1,智力低下，常染色体隐性遗传27,610350
LIPA,胆固醇酯沉积病 ;Wolman病,613497
LIPC,高密度脂蛋白胆固醇水平的QTL12;糖尿病，非胰岛素依赖型;肝脂酶缺乏症 ,151670
LIPE,家族性部分脂肪营养障碍6型,151750
LIPH,稀毛症7;羊毛状发，常染色体隐性遗传2，伴或不伴稀毛症,607365
LIPI,高甘油三酯血症，易感性 ,609252
LIPN,鱼鳞病，先天性，常染色体隐性遗传8,613924
LIPT1,硫辛酸转移酶1缺乏症,610284
LITAF,Charcot-Marie-Tooth病，1C型,603795
LKMCD,脑白质病伴随干骺端软骨发育不良或发育异常或结构不良,300660
LMAN1,联合因子V和VIII缺乏症,601567
LMAN2L,精神运动性阻滞，常染色体隐性遗传52,609552
LMBR1,无手足症;发育不全或再生障碍性胫伴随多趾;Laurin-Sandrow综合征;多指，轴前II型;并指（趾），IV型;三指节畸形拇指，I型;三指节拇指-多指（趾）畸形综合征,605522
LMBRD1,甲基丙二酸血症伴同型半胱氨酸尿症cblF型,612625
LMF1,脂肪酶缺乏症，结合,611761
LMNA,扩张性心肌病1A ;Charcot（腓骨肌萎缩症）-Marie-Tooth 疾病，2B1型;Emery-Dreifuss肌肉营养不良2，AD;Emery-Dreifuss肌肉营养不良3，AR;Slovenian型心-手综合征;Hutchinson-Gilford早衰;家族性部分脂肪营养障碍2型;Malouf综合症（扩张性心肌病伴高促性腺素性功能减退症）;下颌骨肢端发育异常;肌营养不良，先天性;肢带型肌营养不良1B型;限制性的皮肤病，致命的,150330
LMNB1,脑白质营养不良，成人发病，常染色体显性遗传,150340
LMNB2,进行性肌阵挛性癫痫9型;脂肪代谢障碍，部分的，获得性的，易感,150341
LMO1,T细胞急性淋巴细胞白血病,186921
LMO2,急性T细胞白血病,180385
LMOD3,杆状体肌病10,616112
LMPH1B,淋巴水肿，遗传，IB ,611944
LMX1B,甲-髌综合征 ,602575
LNCR1,肺癌易感性,608935
LNCR3,肺癌易感性3 ,612571
LNCR4,肺癌易感性4,612593
LNCR5,肺癌易感性5,614210
LOAS,Leber视神经萎缩，易感性,308905
LOC387715,黄斑变性、年龄相关，8,611313
LONP1,CODAS综合征,605490
LOR,Vohwinkel综合征（残毁性掌跖角皮症）伴随鱼鳞病,152445
LOXHD1,耳聋，常染色体隐性遗传77,613072
LOXL1,剥脱综合征易感,153456
LPA,LPA缺乏症，先天性;冠状动脉疾病，易感,152200
LPAR6,稀毛症8;羊毛状发，常染色体隐性遗传1，伴或不伴稀毛症,609239
LPIN1,肌红蛋白尿、急性复发性，常染色体隐性遗传 ,605518
LPIN2,Majeed综合征,605519
LPL,高密度脂蛋白胆固醇水平QTL 11;复合型高脂血症，家族性 ;脂蛋白脂酶缺乏症,609708
LPP,白血病，急性髓系白血病;脂肪瘤 ,600700
LPRS,麻风，易感性，6,609888
LPRS6,麻风，易感性，6,613407
LPSA,脂肪肉瘤 ,164953
LRAT,Leber氏先天性黑蒙14;视网膜变性，早期发病严重的;视网膜色素变性，青少年的,604863
LRBA,常见变异型免疫缺陷症8型，伴随自身免疫,606453
LRIG2,尿路-面容异常综合征2,608869
LRIT3,先天性静止性（完全的）夜盲症，1F，常染色体隐性遗传,615004
LRP2,Donnai-Barrow综合征,600073
LRP4,肌无力综合征，先天性，17 ;Cenani-Lenz并指（趾）综合征;硬化性狭窄2,604270
LRP5,骨矿物质密度易变性1;骨质疏松症;渗出性玻璃体视网膜病变4;骨肥厚，内膜;骨硬化症，常染色体显性遗传1 ;骨质疏松症-假神经胶质瘤综合征;骨硬化;Van Buchem病，2型,603506
LRP6,冠状动脉疾病，常染色体显性遗传，2;牙齿发育不全，选择性，7,603507
LRP8,心肌梗塞，易感性,602600
LRPAP1,近视23，常染色体隐性遗传 ,104225
LRPPRC,法国-加拿大型Leigh综合征,607544
LRRC50,原发性纤毛运动障碍，13,613190
LRRC6,原发性纤毛运动障碍，19,614930
LRRC8A,无丙种球蛋白血症5,608360
LRRK2,帕金森病8,609007
LRSAM1,Charcot-Marie-Tooth病，轴突，2P型,610933
LRSL,Larsen样综合征,608545
LRTOMT,耳聋，常染色体隐性遗传63,612414
LSS,白内障44,600909
LTA,"麻风，易感，4;心肌梗死，易感, 608446;银屑病关节炎，易感",153440
LTBP2,"青光眼3，原发性开角,D;小球形晶状体和/或球形角膜，伴随晶状体异位和伴或不伴继发性青光眼;Weill Marchesani综合征3、隐性",602091
LTBP3,牙齿畸形与身材矮小,602090
LTBP4,皮肤松弛，常染色体隐性遗传，IC型,604710
LTC4S,白三烯C4合成酶缺乏症,246530
LU,"血型, Auberger系统;血型, Lutheran null;血型, Lutheran系统",612773
LVNC2,左室心肌致密化不全2,609470
LVSKS,Levy Shanske综合征 ,614846
LYL1,T细胞急性淋巴母细胞白血病,151440
LYRM4,复合型氧化磷酸化缺乏症症19,613311
LYRM7,"线粒体复合物III缺乏症,核型8",615831
LYST,先天性白细胞颗粒异常综合征（Chediak-Higashi综合征）,606897
LYZ,肾脏淀粉样病变,153450
LZTFL1,Bardet-Biedl综合征17,606568
LZTR1,神经鞘瘤病2型，易感性;努南综合征10,600574
LZTS1,食管鳞状细胞癌 ,606551
MAB21L2,小眼畸形，症候群14,604357
MACST,颊横裂（巨口）,613545
MAD1L1,淋巴瘤，体细胞 ;前列腺癌，体细胞,602686
MADH4,幼年息肉病/遗传性出血性毛细血管扩张症综合征 ;Myhre综合征;胰腺癌，体细胞;息肉病，少年肠道的,600993
MADH9,原发性肺动脉高压2型,603295
MAF,Ayme-Gripp综合征;白内障21，多基因控制性,177075
MAFB,多发性骨溶解综合征,608968
MAFD1,主要情感失常1 ,125480
MAFD2,主要情感障碍2,309200
MAFD3,严重情感障碍3，早发性 ,609633
MAFD4,严重情感障碍4 ,611247
MAFD5,严重情感障碍5,611535
MAFD6,严重情感障碍6,611536
MAFD8,严重情感障碍-8，易感,612357
MAFD9,严重情感障碍-9，易感,612372
MAG,痉挛性截瘫75，常染色体隐性遗传,159460
MAGED2,Bartter综合征，5型，产前，瞬态,300470
MAGEL2,Schaaf-Yang综合征,605283
MAGT1,免疫缺陷，X连锁，伴镁缺乏，EB病毒感染和肿瘤生成,300715
MAK,视网膜色素变性62,154235
MALT1,免疫缺陷症12,604860
MAML2,粘液性表皮样唾液腺癌,607537
MAMLD1,X连锁尿道下裂2 ,300120
MAN1B1,智力低下，常染色体隐性遗传15,604346
MAN2B1,甘露糖苷贮积症，α-，I型和II型 ,609458
MANBA,甘露糖苷贮积症，β,609489
MAOA,Brunner综合征,309850
MAP2K1,心-面-皮肤综合征3型,176872
MAP2K2,Cardiofaciocutaneous（有氧运动对皮肤影响）综合征4,601263
MAP3K1,46XY性反转6,600982
MAP3K8,肺癌，体细胞,191195
MAPK8IP1,非胰岛素依赖性糖尿病,604641
MAPRE2,对称周皮肤皱褶，先天性，2,605789
MAPT,帕金森病，易感;额颞叶痴呆，伴随或不伴随帕金森病;脑皮克病;核上性麻痹，进行性非典型的;核上性麻痹，进行性,157140
MARS,Charcot（腓骨肌萎缩症）-Marie-Tooth 疾病，轴突，2U型;间质性肺病和肝病 ,156560
MARS2,复合型氧化磷酸化缺乏症症25;痉挛性共济失调3，常染色体隐性遗传,609728
MARVELD2,耳聋，常染色体隐性遗传49,610572
MASP1,3MC综合征1,600521
MASP2,MASP2缺乏症,605102
MASTL,血小板减少-2,608221
MAT1A,高蛋氨酸血症，留存的，常染色体显性遗传，由于蛋氨酸腺苷转移酶I / III缺乏症 ;蛋氨酸腺苷三磷酸钴胺素腺苷转移酶缺乏症，常染色体隐性遗传（高蛋氨酸血症）,610550
MATN3,骨性关节炎易感性2;多发性骨骺发育异常，5;脊椎干骺端发育不全,602109
MATR3,肌萎缩侧索硬化21 ,164015
MAX,嗜铬细胞瘤，易感,154950
MBD5,智力低下，常染色体显性遗传1,611472
MBL2,Chronic感染，由于MBL缺乏症,154545
MBNP,膜性肾病，易感,614692
MBS,莫比乌斯综合征，痛性运动不能,157900
MBTPS2,Olmsted综合征，X-连锁;IFAP综合征（毛囊性鱼鳞病-脱发-畏光综合征）伴或不伴BRESHECK综合征 ;X连锁脱发性小棘毛囊角化病,300294
MC1R,κ阿片受体激动剂的镇痛作用，雌性特异 ;皮肤/头发/眼睛色素沉着2，金色头发/白皮肤 ;皮肤/头发/眼睛色素沉着2，红头发/白皮肤;白化病，眼部皮肤的，Ⅱ型，修饰;黑色素瘤，皮肤恶性，5;UV导致的皮肤损伤,155555
MC2R,糖皮质激素缺乏症，由于促肾上腺皮质激素无反应性,607397
MC3R,结核分枝杆菌，保护性;肥胖，严重，易感，BMIQ9,155540
MC4R,肥胖，常染色体显性遗传,155541
MCC,结直肠癌，体细胞,159350
MCCC1,3-甲基巴豆酰辅酶A羧化酶缺乏症1型,609010
MCCC2,3-甲基巴豆酰辅酶A羧化酶缺乏症2型,609014
MCDR3,视网膜黄斑营养不良3型,608850
MCEE,甲基丙二酰-CoA差向异构酶缺乏症,608419
MCFD2,V因子和VIII因子，联合缺乏症,607788
MCI2,心肌梗塞，易感性，2,608557
MCM2,耳聋，常染色体显性遗传，70,116945
MCM4,自然杀伤细胞和糖皮质激素缺乏症伴随DNA修复缺乏症 ,602638
MCM6,乳糖酶持续性/非持续性 ,601806
MCM8,卵巢早衰10型,608187
MCM9,卵巢发育不全4,610098
MCOLN1,黏脂质贮积症IV,605248
MCOP1,小眼畸形，孤立性1,251600
MCOPCB1,小眼畸形伴随缺损1,300345
MCOPCB2,小眼畸形伴眼缺损2,605738
MCOPCT1,小眼畸形伴随白内障1,156850
MCOPS4,综合征型小眼畸形4型,301590
MCOPS8,小眼畸形，症候群8,601349
MCOR,小瞳孔，先天性,156600
MCP,溶血性尿毒症综合征，非典型，易感，2,120920
MCPH1,小头畸形1，原发性，常染色体隐性遗传 ,607117
MCS,Miles-Carpenter综合征,309605
MDBS2,黄斑营养不良，蝴蝶状的色素，2 ,608970
MDC1B,先天性肌营养不良，1B,604801
MDCMP,先天性肌营养不良，层黏连蛋白阳性,609456
MDD1,严重抑郁障碍1,608520
MDD2,严重抑郁障碍2,608691
MDDC,黄斑营养不良，主导性,153880
MDLS,Miller-Dieker无脑回综合征,247200
MDM2,加速肿瘤形成，易感 ,164785
MDNS,Mammary-digital-nail综合征,613689
MDRV,肌营养不良伴随边缘空泡,601846
MDS1,脊髓发育不良综合征-1,600049
MECOM,桡尺骨骨性联接伴随细胞性血小板减少征2,165215
MECP2,自闭症，X连锁3;MECP2相关重症新生儿脑病;X连锁综合征型智力低下Lubs型（MECP2重复综合征）;X连锁综合征型智力低下13型;Rett综合征;Rett综合征，非典型;Rett综合征，现存的音色变异,300005
MED12,Lujan-Fryns综合征;Ohdo综合征，X连锁;Opitz-Kaveggia综合征（FG综合征1型）,300188
MED13L,智力低下和典型的面部特征伴或不伴心脏缺陷;大动脉转位，右旋环1,608771
MED17,小头畸形，出生后进行性加重，伴有癫痫和脑萎缩,603810
MED23,智力低下，常染色体隐性遗传18,605042
MED25,Charcot-Marie-Tooth病，2B2型;Basel-Vanagait-Smirin-Yosef综合征,610197
MEF2A,冠状动脉疾病，常染色体显性遗传，1,600660
MEF2C,染色体5q14.3缺失综合征;智力低下，动作僵硬，癫痫，和/或脑畸形,600662
MEFV,家族性地中海热，AD;家族性地中海热，AR,608107
MEGF10,早发型肌病，无反射，呼吸窘迫及吞咽困难 ;早发型肌病，无反射，呼吸窘迫及吞咽困难 ，轻度变异 ,612453
MEGF8,Carpenter综合征2,604267
MEHMO,MEHMO综合征,300148
MEN1,肾上腺皮质腺瘤，体细胞 ;鼻咽血管纤维瘤，体细胞;肺部类癌瘤;脂肪瘤，体细胞;多发性内分泌瘤病1型;甲状旁腺腺瘤，体细胞,613733
MENAQ1,月经初潮，年龄，QTL ,610873
