Disease_name,疾病名称（中文）,OMIM_id,Disease_name,OMIM英文名,OMIM中文名,Phenotype,遗传模式,incomplete penetrance,没有
Macrocephaly-intellectual disability-autism syndrome,大头畸形或自闭综合征,605309,,,大头畸形或自闭综合征,双侧顶骨部收窄，全面发育迟缓，短鼻，出生后大头畸形，宽前额，孤独症，长人中，肥胖，鼻梁凹陷，前额突出,AD,,
"Congenital lethal myopathy, Compton-North type",北康普顿先天性肌病,612540,,"Compton-North  Congenital myopathy, ",北康普顿先天性肌病,胎儿运动不能序列征，神经反射消失，吸吮无力，肌肉无力导致的呼吸功能不全，指交叠，细长指(趾)，长头畸形，运动不能，先天性手指弯曲，羊水过多，婴幼儿死亡，腭高而窄，眼距过宽，卵形脸，手指关节痉挛，新生儿张力减退，足月小样儿,AR,,
Inherited congenital spastic tetraplegia,,617008;603513;612900,,spastic quadriplegic cerebral palsy 2,脑瘫及痉挛性四肢瘫痪2型,痉挛性四肢瘫，异质性的，痉挛性双侧瘫痪，脑瘫，伴母源印记智力残疾，脑萎缩，肌张力减退，巨脑室，痉挛性四肢瘫，脊柱侧弯，屈曲挛缩，巴彬斯基征，小头畸形，婴幼儿期发病，全面发育迟缓，智力残疾，反射亢进，癫痫发作，,AD，AR,,
"Lethal polymalformative syndrome, Boissel type",致命性polymalformative综合征，Boissel 型 ,612938,,growth retardation，developmental delay，coarse facies，and early death,生长迟滞，发育迟缓，粗糙面容及早亡,下颌后缩，隐睾，小头畸形，腭裂，鼻孔前翻，短颈，感音神经性耳聋，无脑回畸形，常染色体隐性遗传，全面发育迟缓，癫痫发作，动脉导管未闭，双歧悬雍垂，巨舌，脑积水，大理石样皮肤，面容粗糙，肌张力增高，短指畸形综合征，丹迪·沃克畸形，肥胖，胎儿宫内发育迟缓，不能生长发育，脐疝，室间隔缺损，微甲，肥厚性心肌病，头骨不对称，舌头过长,AR,,
Primary hyperoxaluria,原发性高草酸尿症,259900;260000;613616,,Primary hyperoxaluria type 3,原发性高草酸尿症3型,骨痛，视神经萎缩，坏疽，周围神经病，手足发绀，代谢性酸中毒，骨矿密度增加，血尿，视网膜病变，草酸钙肾结石，氨基酸尿，肾钙化质沉积症，表现度差异，肾功能不全，闭塞性动脉疾病，病理性骨折，间歇性跛行，视神经病变，大理石样皮肤，肾功能不全，肾钙化质沉积症，高草酸尿症，草酸钙肾结石，房室传导阻滞，高草酸尿症，视网膜结晶，草酸钙肾结石,,,
Tufted angioma,,607859,,,,皮肤血管异常，皮肤着色异常，IP，丛状血管病,AD,IP,
Episodic ataxia type 5,发作性共济失调5型,613855,,Episodic ataxia type 5,发作性共济失调5型,凝视诱发眼震，发作性共济失调，构音障碍,AD,,
Spinocerebellar ataxia type 30,,613371,,,,共济失调，小脑萎缩，Hypermetric扫视，缓慢病程，起病隐袭，构音障碍，凝视诱发眼震，成年发病,AD,,
focal segmental glomerulosclerosis 3,局灶性节段性肾小球硬化症3型,610725;613237;614131;614196;615244;615573;615861;616002;616032;616220;616730;616892;616893;256370;600995;603278;603965;607832,,focal segmental glomerulosclerosis 3,局灶性节段性肾小球硬化症3型,进行性/渐进性，局灶性节段性肾小球硬化，肾病综合征，血尿，肾小管萎缩，蛋白尿，水肿，低蛋白血症，慢性肾病，表现度差异，肾小管间质纤维化，智力残疾，急性进行性，弥漫性肾小球系膜硬化，皮质视觉障碍，新生儿期发病，感音神经性耳聋，慢性肾病Ⅴ期，激素耐受性肾病综合征，肾发育低下，IP，,AD，AR,IP,
Nephronophthisis,肾单位肾痨,256100;602088;604387;606966;611498;613159;613820;613824;614377;615382;615862,,Nephronophthisis 18,肾单位肾痨18型,胆汁淤积，低渗尿，癫痫发作，动脉导管未闭，多囊性肾发育不良，多尿，烦渴，肥厚性心肌病，肺动脉瓣关闭不全，肺动脉瓣狭窄，肺发育不良，肝纤维化，感音神经性耳聋，高钾代谢性酸中毒，高钾血症，高血压，呼吸衰竭，慢性肾病Ⅴ期，慢性肾小管间质性肾炎，慢性胰腺炎，门脉区纤维化，脑积水，贫血，轻度蛋白尿，全内脏反位，肾发育低下，肾高回声，肾功能不全，肾皮髓质分界消失，肾皮髓质囊肿，肾皮质微囊，肾消耗病，肾小管基底膜解体，肾小管间质纤维化，肾小管间质性肾炎，肾小管萎缩，肾小球基底膜增厚，肾增大，生长延迟，斜视，血清肌酐水平升高，羊水过少，胰腺囊肿，遗尿症，智力残疾，蛛网膜囊肿，主动脉瓣狭窄,AR,,
Infantile myofibromatosis,婴儿型肌纤维瘤病,228550;615293,,myofibromatosis ，Infantile  2,婴儿型肌纤维瘤病2型,牙龈纤维瘤病，脸部异常，胸廓的异常，颅骨异常，软骨钙质沉着症，干骺端异常，皮下结节，毛发异常，肠道异常，肌肉组织异常，皮肤肿瘤，纤维瘤，骨囊肿，肉瘤，肺部肿瘤,AD,,
Propionic acidemia,丙酸血症,606054,,Propionic acidemia,丙酸血症,智力残疾，全面发育迟缓，低血糖，高氨血症，有机酸尿症，便秘，肝脏肿大，丙酰辅酶A羧化酶缺乏，免疫系统生理机制的异常，心律失常,AR,,
Glycine encephalopathy,甘氨酸脑病,605899,,Glycine encephalopathy,甘氨酸脑病,癫痫发作，胼胝体发育不良，高甘氨酸血症，脑电图异常，EEG伴暴发抑制，中枢性肌张力低下，通过MRS发现的脑代谢异常，反复性嗝逆，嗜睡，吸吮无力，全身性肌阵挛发作，呼吸失调，呼吸性酸中毒,AR,,
Leukocyte adhesion deficiency,白细胞粘附缺陷,612840;116920;266265,,congenital disorders of glycosylation llc,先天性糖基化llc型,白细胞增多，鼻衄，大脑皮层萎缩，代谢紊乱/稳态失衡，癫痫发作，反复革兰氏阴性菌感染，反复葡萄球菌感染，反复细菌感染，肺炎，肝脏肿大，骨硬化，肌张力减退，进行性智力残疾，脾肿大，贫血，身材矮小，体壁的异常，小头畸形，牙龈炎，牙周炎，婴幼儿期发病，瘀点，直肠脓肿，中耳炎，中性粒细胞活动度降低，重度智力残疾,AR,,
Denys-Drash syndrome,Denys-Drash 综合征,194080,,Denys-Drash syndrome,Denys-Drash 综合征,局灶性节段性肾小球硬化，慢性肾病Ⅴ期，弥漫性肾小球系膜硬化，肾母细胞瘤（Wilms瘤），男性假两性畸形，肾病综合征，外阴性别不明，女性，体细胞突变，性腺组织发育不良，与外生殖器或染色体性别不相配，先天性膈疝，真两性畸形，外阴性别不明，男性，卵巢性腺母细胞瘤，肾病，性腺发育不全，高血压,AD,,
Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency,长链-羟酰辅酶A脱氢酶缺乏症,609016,,Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency,长链-羟酰辅酶A脱氢酶缺乏症,色素性视网膜病，低血糖，猝死，肌张力减退，长链3羟辅酶A脱氢酶缺乏症，肝脏肿大，心肌病,,,
Glutaryl-acidemia 1,戊二酸血症1型,231670,,Glutaryl-acidemia 1,戊二酸血症1型,大囟门，大头畸形，易激惹，肌张力减退，痉挛状态，舞蹈手足徐动，脑病，肌张力障碍，关节脱位，代谢性酸中毒，面部形状异常，呕吐，锥体外系功能障碍，婴儿期喂养困难，前额突出，运动异常，运动障碍,AR,,
Rhizomelic chondrodysplasia punctata,肢根点状软骨发育不良,616716;215100;222765;600121,,Rhizomelic chondrodysplasia punctata type 3,肢根点状软骨发育不良3型,牙齿异常，小头畸形，内眦赘皮，白内障，干骺端异常，干性皮肤，关节活动受限，生长延迟，体毛稀疏，脊柱侧弯，隐性脊柱裂，身材矮小，骨骺异常，鱼鳞病，肢体短缩，肢体发育不全，骨骺点状钙化，脸部扁平,AR,,
Brachydactyly-nystagmus-cerebellar ataxia syndrome,,113400,,,,短指，眼球震颤，小脑共济失调,,,
Familial melanoma,家族性黑色素瘤,155600;155601;155700;608035;609048;613099;613972;615134;615848,,cutaneous malignant melanoma susceptibility to，10,皮肤恶性黑色素瘤易感10型,干性皮肤，雀斑，毛发异常，恶性黑素瘤，色素痣，淋巴系统异常,AD,,
Glycogen storage disease due to lactate dehydrogenase deficiency,,612933;614128,,lactate dehydrogenase B dqficiency,乳酸脱氢酶B缺乏症,肌肉痉挛，血清丙酮酸增高，血清乳酸增高，肌红蛋白尿，肌痛，运动耐受力，肌肉僵硬，血清肌酸磷酸激酶升高，横纹肌溶解症，强直，肾功能不全，青少年性发病，乳酸脱氢酶B缺陷,AR,,
Glycogen storage disease due to phosphoglucomutase deficiency,,612934,,,,双歧悬雍垂，腭裂，皮埃尔 - 罗宾序列，肌无力，青春期发育延迟，小下颌畸形，肝脂肪变性，扩张型心肌病，身材矮小，心动过速，常染色体隐性遗传，抗凝血酶Ⅲ活性降低，低血糖，肝脏转氨酶升高，横纹肌溶解症，呼吸困难，血清肌酸磷酸激酶升高，运动不耐受，I型转铁蛋白异构体谱，肝炎，疲乏，脑静脉血栓形成,AR,,
Smith-Lemli-Opitz syndrome,Smith-Lemli-Opitz 综合征,270400,,Smith-Lemli-Opitz syndrome,Smith-Lemli-Opitz 综合征,隐睾，尿道下裂，阴蒂肥大，外阴性别不明，宽嘴，腭裂，牙龈增生，小头畸形，长人中，小下颌畸形，低位后旋转耳，宽鼻梁，鼻孔前翻，短颈，上睑下垂，孤独症，大理石样皮肤，光感性皮肤，面部毛细血管瘤，轴后多指畸形，掌骨异常，智力残疾，肌张力减退，嗜睡，全面发育迟缓，生长延迟，胎儿宫内发育迟缓，羊水过多，喉部异常，室间隔缺损，房间隔缺陷，轴后趾足，胃食管反流，肺发育不良，肺分叶异常，巨脑室，睡眠障碍，心脏和大血管畸形，反复感染，气管狭窄，髋关节脱位，身材矮小，双侧顶骨部收窄，第二、三脚趾并趾，牙齿形态异常，乳头间距宽，房室管缺损，注意力缺陷多动障碍，小脑发育缺陷/发育不全，皮纹异常，阴茎发育不良，婴儿期喂养困难，拇指近置，7-脱氢胆固醇水平升高，颈部透明带厚度增加，自伤行为,AR,,
Cartilage-hair hypoplasia,软骨-毛发发育不全,250250,,Cartilage-hair hypoplasia,软骨-毛发发育不全,腭异常，牙龈增生，低位后旋转耳，凸鼻嵴，短颈，斜视，视觉障碍，眉毛稀疏，近视，蓝巩膜，胸窄，骨干形态异常，干骺端异常，肌张力减退，腱反射减低，伸肘受限，未能茁壮成长，心肌病，心中隔异常，胰腺异常，中性粒细胞减少，吸收不良，呼吸功能不全，脑电图异常，脊柱侧弯，骨骼发育不良，气管狭窄，低钙血症，胫骨弯曲，短肢，肢体中部不规则缩短，髋骨异常，脊柱前凹过度，椎体形态异常，短掌，双凸椎体，骨干增粗，鼻梁凹陷，干骺端软骨发育异常，骨骺异常，长骨弯曲，低位肋缘外翻，视网膜色素沉着异常，毛发稀疏，粘多糖尿症，高档远视，不相称的短肢矮小，肢体短缩，手指末节指骨异常，椎管闭合不全，前额突出，骨骨化异常，干骺端发育不良，椎体骨化异常，大脸,AR,,
Medium chain acyl-CoA dehydrogenase deficiency,中链酰基辅酶A脱氢酸缺乏症,201450,,Medium chain acyl-Coenzyme A dehydrogenase deficiency,中链酰基辅酶A脱氢酸缺乏症,高甘氨酸尿症，中等链长双羧酸尿症，全面发育迟缓，代谢性酸中毒，血浆肉碱降低，代谢性酸中毒，脑水肿，低血糖，肝脏肿大，癫痫发作，呕吐，肝脏转氨酶升高，昏迷，肝脂肪变性，肌张力减退，嗜睡，,AR,,
Gaba- transaminase deficiency,gaba转氨酶缺乏症,613163,,Gaba- transaminase deficiency,gaba转氨酶缺乏症,小脑发育不全，胼胝体发育不全，癫痫发作，下颌后缩，严重的肌张力减退，全面发育迟缓，后颅窝囊肿，脑白质营养不良，儿童期死亡，高挑身材，嗜睡，下斜睑裂，反射亢进,AR,,
peroxisomal bifunctional enzyme deficiency,过氧化物酶体D-双功能蛋白缺乏症,261515,,peroxisomal bifunctional enzyme deficiency,过氧化物酶体D-双功能蛋白缺乏症,胼胝体萎缩，胸廓发育低下，视觉障碍，前额突出，漏斗胸，神经传导速度降低，脑发育不全，胆汁淤积，大囟门，眼距过宽，癫痫发作，肾囊肿，长头畸形，额头高，羊水过多，胎儿腹水，手劈裂，多小脑回，肝脂肪变性，钙化点，婴幼儿期发病，胶质细胞增生，胼胝体发育不良，视力下降，骨骼成熟延迟，脑髓鞘形成障碍，内眦赘皮，高腭，婴儿期喂养困难，马蹄内翻足，鼻梁凹陷，大头畸形，骨质疏松，新生儿张力减退，肝脏转氨酶升高，视网膜电流图检测不到波形，小下颌畸形，肝脏肿大，皮质发育不良，原发性肾上腺功能不全，胆管增生，减少肌肉质量，槌状趾，眼球震颤，斜视，全面发育迟缓，睑裂上斜，广泛性脑萎缩/发育不全，低位耳，小脑发育缺陷/发育不全，下颌后缩，颅缝闭合延迟，巨脑室，未能茁壮成长，长人中，面部形状异常，,AR,,
Congenitally uncorrected transposition of the great arteries,,608808;613854,,dextro-looped transposition of the great arteries 3,右旋大动脉异位3型,大动脉转位,AD,,
Congenital pulmonary valve stenosis,,265500,,,,喉狭窄房间隔缺陷,,,
Common variable immunodeficiency,常见变异型免疫缺陷症,146830;240500;607594;613493;613494;613495;613496;614699;615577;616576,,Common variable immune deficiency 12,常见变异型免疫缺陷症12型,短头畸形，中耳炎，慢性化脓性中耳炎，紫癜，肝脏异常，脾肿大，溶血性贫血，淋巴细胞减少症，自身免疫性血小板减少症，肛门闭锁，肺炎，支气管扩张，反复呼吸道感染，淋巴结肿大，免疫缺陷，复发性支气管炎，肝脏转氨酶升高，低丙球蛋白血症,AD，AR,,
Autoimmune lymphoproliferative syndrome,自身免疫性淋巴细胞增生综合征,601859;603909;615559,,Autoimmune lymphoproliferative syndrome type 3,自身免疫性淋巴细胞增生综合征3型,血管炎，关节疼痛，肾病综合征，膜性肾病，婴幼儿期发病，脾肿大，淋巴结肿大，反复感染，自身免疫性血小板减少症，肝脏肿大，缺铁性贫血，风团，IgM水平增加，类风湿因子阳性，血小板抗体阳性，慢性非感染性淋巴结肿大，抗磷脂抗体阳性，表达α/βT细胞受体的CD4-/CD8-T细胞的数量增加，脾肿大，抗中性粒细胞抗体阳性，IgG水平升高，外周血CD3阳性T细胞数目增加，Coombs试验阳性溶血性贫血，平滑肌抗体阳性，迟发型超敏反应降低，自身免疫性溶血性贫血，嗜酸粒细胞增多，肝脏肿大，自身免疫性血小板减少症，IgA水平升高，淋巴细胞凋亡缺陷，自身免疫性中性粒细胞减少，抗核抗体阳性，HLA-DR阳性和CD57阳性T细胞比例增加，滤泡增生，肾病综合征，肾炎，B细胞数目增加，青少年性发病，,AR,,
